Name;Jahr;Sektor;Payout;PayoutVJ;Quote;ROA;FCFUE;lnUEWachs;lnInv;lnFKQ;lnCash;lnGK;lnUE;lnMK;lnAnalyst;Float;ARP;lnKBV;Abgeltung
KRONES AG;2006;Industrials;1;1;0,008760384;0,050744;0,007933408;0,112707064;0,03983135;0,031981109;-3,122313698;7,156572035;7,43542858;6,975468196;2,564949357;0,45959548;0;0,632249754;0
KUKA AG;2006;Industrials;0;1;0;-0,090315;-0,061772588;-0,157477541;0,02341485;0,308332869;-2,573838805;7,34815243;7,269555466;6,414969619;2,890371758;0,767443609;0;1,176036188;0
LEIFHEIT AG;2006;Consumer;1;0;0,010129831;0,000574;0,0025696;-0,068895733;0,033544088;0,001769434;-3,116128738;5,424994069;5,690882966;4,740225417;0,693147181;0,4358;0;0,003698075;0
LEONI AG;2006;Consumer;1;1;0,010936237;0,058303;0,035877241;0,213648213;0,051377829;0,236914692;-2,222582185;6,959745081;7,344701612;6,75116473;2,944438979;0,787306397;0;0,699667242;0
LINDE AG;2006;Sonstige;1;1;0,028567689;0,042387;0,101971448;-0,40885886;0,063408544;0,208614514;-2,633840339;9,442879645;8,679992082;9,028707045;3,295836866;1;0;0,634409363;0
LINOS AG;2006;Sonstige;0;0;0;0,061737;0,053899911;-0,075071667;0,042218996;0,189426259;-4,543903224;4,368358652;4,403139678;4,107567131;1,098612289;0,507188498;0;0,791891502;0
LOEWE AG;2006;Consumer;0;0;0;-0,009839;0,068466362;0,17519875;0,054090952;0,054282672;-2,630368739;5,360897722;5,765476329;5,432329367;2,079441542;0,769621032;0;1,373536685;0
LOGWIN AG;2006;Industrials;0;0;0;-0,057464;-0,001141011;0,061199515;0,026223344;0,219850937;-2,627832584;6,803557421;7,517301805;5,980832457;2,079441542;0,497403005;0;0,216735095;0
LPKF LASER & ELECTRONICS;2006;IT;1;1;0,031071664;0,08486;0,056752029;0,326121711;0,036922965;0,056761168;-1,934902188;3,652656244;3,551655538;4,285829018;1,098612289;0,72865713;0;0,994385678;0
LUDWIG BECK AM RATHAUSECK;2006;Consumer;1;0;0,003832641;0,005709;0,061949628;0,011564868;0,014780789;0,389948682;-5,284120349;4,682640357;4,473556953;3,164117165;0;0,791071429;0;0,306329206;0
MAN SE (ST.);2006;Sonstige;1;1;0,016725099;0,033562;0,078302136;-0,209997836;0,026221865;0,069463561;-2,631034203;9,557611236;9,33952483;8,814246642;3,33220451;1;0;0,860394585;0
MARSEILLE-KLINIKEN AG;2006;Health Care;1;1;0,026048693;0,024449;0,019754703;0,043233804;0,051296735;0,38973673;-2,303158039;5,776524133;5,349157333;5,147519167;1,386294361;0,253673754;0;1,798987723;0
MASTERFLEX AG;2006;Sonstige;1;1;0,04106821;0,064455;-0,12631447;0,147289194;0,131570757;0,343581903;-2,995037446;4,583251722;4,474753936;4,907534257;1,945910149;0,870590455;0;1,45614672;0
MAXDATA COMPUTER AG;2006;Sonstige;0;0;0;-0,140852;-0,040335063;-0,001577243;0,020521123;0;-2,325730954;5,624526402;6,490693185;4,212004627;0,693147181;0,276344828;0;-0,669560925;0
MEDICLIN AG;2006;Health Care;0;0;0;0,029281;0,008459804;0,034226532;0,052194715;0,294385306;-2,297625183;5,593117545;5,914675561;4,568841429;0,693147181;1;0;0,081991994;0
MEDIGENE AG;2006;Health Care;0;0;0;-0,18537;-0,553246621;0,404195636;0,00789;0,004074687;-0,416469673;4,044138396;2,979704513;5,061967586;2,302585093;0,896202532;0;1,125784959;0
MEDION AG;2006;Consumer;1;1;0,00364093;0,010857;0,026298667;-0,037839987;0,015405968;0,00192315;-1,87461915;6,719797871;7,834656718;6,312168345;2,995732274;0,347659961;0;0,222627655;0
MENSCH UND MASCHINE SOFTWARE;2006;IT;1;0;0,008216777;0,006819;0,012336035;0,083057236;0,012231381;0,246876484;-4,119916596;4,117914594;4,991866932;4,181807597;1,386294361;0,358878968;0;1,94524539;0
MERCK KGAA;2006;Health Care;1;1;0,007578524;0,101102;0,080597067;0,077227672;0,036094874;0,122071604;-1,706321959;8,892996025;8,660115352;8,342941434;3,135494216;1;0;1,495776935;0
METRO AG (ST.);2006;Sonstige;1;1;0,005932885;0,018593;-0,004271204;0,041161137;0,064675387;0,235422259;-2,789945704;10,26698418;10,92813032;9,561864525;3,583518938;0,444197958;0;1,031723782;0
MOBILCOM AG;2006;Sonstige;0;1;0;0,067621;0,082019321;0,077772749;0,022893923;0,000895599;-1,194274197;7,002719945;7,625972026;7,245197015;2,564949357;0,727344678;1;0,864255179;0
MOOD AND MOTION AG;2006;Consumer;0;0;0;-0,095395;-0,036065256;-0,155448689;0,028536334;0,068501284;-2,116414469;2,941159925;3,364526482;2,480893274;0,693147181;0,651299505;0;0,272261649;0
MORPHOSYS AG;2006;Health Care;0;0;0;0,068815;0,107248229;0,421074643;0,007778289;0,000626804;-2,992947718;4,383483074;3,511151331;5,662846478;2,197224577;0,879064081;0;1,503693201;0
MTU AERO ENGINES HOLDING AG;2006;Industrials;1;0;0,018394649;0,011778;0,094378522;0,129279366;0,029619763;0,098026487;-4,864277404;7,955319857;7,688317922;7,360330728;2,63905733;1;0;1,091234445;0
MUEHLBAUER HOLDING AG & CO;2006;Industrials;1;1;0,03820066;0,147217;0,171551794;0,137413099;0,040301936;0,005827984;-2,498212029;5,101420098;4,996752709;5,444725564;1,791759469;0,475075649;0;1,465826455;0
MUELLER-DIE LILA LOGISTIK AG;2006;Industrials;0;0;0;0,031079;0,022709974;0,025960102;0,032431515;0,380226613;-3,680612862;3,767799224;4,282083364;2,971832383;1,098612289;0,315970892;0;0,604092165;0
NEMETSCHEK AG;2006;IT;1;1;0,063337754;0,138528;0,099983802;0,02190336;0,026100894;0,008633623;-1,02785718;4,393979909;4,59285466;5,09814765;1,386294361;0,474909091;0;1,245937283;0
NET SE;2006;IT;0;0;0;-0,034208;0,029448171;0,167888736;0,018640395;0,225068897;-1,037783102;2,864426973;3,547862975;3,312702232;0,693147181;0,710821461;0;1,168893223;0
NEXUS AG;2006;Health Care;0;0;0;0,00538;0,152838012;0,246735851;0,083602499;0;-2,756512877;3,90423274;3,043712586;3,938020444;0,693147181;0,819606414;0;0,221754254;0
NORDEX SE;2006;Industrials;0;0;0;-0,037788;-0,09512574;0,332496487;0,037403313;0,030045092;-2,4739757;5,444031127;5,733244185;6,232717654;1,098612289;1;0;2,08240341;0
NOVEMBER AG;2006;Health Care;0;0;0;-0,039017;-0,393897293;0,330445541;0,009934671;0,010660969;-2,241131039;3,276839026;2,050733378;3,45333394;0;0,818253968;0;0,296692477;0
ONVISTA AG;2006;IT;1;0;0,06876238;-0,010038;0,195890678;0,338346194;0,004853134;0;-1,018482527;3,912242981;2,276620922;4,44337088;1,098612289;0,427164179;0;0,620920128;0
PAION AG;2006;Health Care;0;0;0;-0,103593;-0,223723133;0,103247685;0,006746389;0,004243982;-0,313074071;4,191964194;2,933644081;4,948539526;1,609437912;0,821084032;0;0,982955128;0
PANKL RACING SYSTEMS AG;2006;Consumer;0;0;0;0,037966;-0,037725041;0,077467394;0,074253159;0,318333724;-1,576226325;4,736044051;4,411603641;4,456815318;1,098612289;0,819958848;1;0,376099851;0
PARAGON AG;2006;IT;1;1;0,01016391;0,014241;-0,061110695;0,21421501;0,105795723;0,382914067;-3,152348573;4,727609033;4,384099485;4,199770226;1,386294361;0,48011782;0;1,408575585;0
PFEIFFER VACUUM TECHNOLOGY;2006;Industrials;1;1;0,074398653;0,173119;0,138110672;0,020872643;0,017562898;0,003301544;-0,815901089;4,937390539;5,0721505;6,109507065;2,63905733;0,94482994;0;1,384623947;0
PFLEIDERER AG-REGISTERED SHS;2006;Industrials;1;0;0,007793048;0,025903;0,009405838;0,079710037;0,052833269;0,396482888;-2,965988173;7,273964527;6,722085724;6,810147268;2,079441542;0,883615296;1;1,644873185;0
PLENUM AG;2006;IT;0;0;0;-0,199488;-0,029140713;-0,401218139;0,028573372;0,005007442;-0,75003416;2,513737032;3,312475452;2,68087212;0,693147181;0,624681545;0;1,03355293;0
PONGS & ZAHN AG;2006;Sonstige;0;0;0;-0,102516;0,008104635;2,268269076;0,011697983;0,469975504;-3,429850694;4,496972316;4,569418648;2,694833747;0;0,811948052;1;-0,047539133;0
PROCON MULTIMEDIA AG;2006;Consumer;0;0;0;-0,077623;0,023205912;-0,040097257;0,064820365;0,784963993;-4,207405355;4,207405355;4,253767036;3,089433478;0;0,497291441;0;1,533479679;0
PROGRESS-WERK OBERKIRCH AG;2006;Consumer;1;0;0,012516727;0,055549;0,016817929;0,088528143;0,066186284;0,237824852;-4,668816364;5,052717295;5,392290289;4,506950778;0,693147181;0,4988;0;0,354415928;0
PROSIEBEN SAT.1 MEDIA AG-PFD;2006;Consumer;1;1;0,046187826;0,108416;0,572567208;0,081115363;0,013123524;0,22496589;-2,549375352;7,609156303;7,595687385;7,729007172;2,995732274;0,749997715;0;1,340722808;0
PSI AG;2006;IT;0;0;0;0,000216;0,018262959;0,01145415;0,012592705;0,001101393;-1,535543469;4,477189076;4,758062932;4,135851554;1,791759469;0,934077908;0;0,881934391;0
PULSION MEDICAL SYSTEMS-REG;2006;Health Care;0;0;0;0,10097;0,030103481;0,216395233;0,12157317;0,157539503;-1,757079656;2,984671326;3,005534079;4,015159301;1,098612289;0,743952678;0;1,619617122;0
PUMA AG;2006;Consumer;1;1;0,018962588;0,253888;0,082250352;0,121587346;0,045793718;0,03357113;-1,021777423;7,186144305;7,482963162;8,55451255;3,295836866;1;1;1,731432768;0
PVA TEPLA AG;2006;IT;0;0;0;0,029272;-0,073089184;0,151746363;0,058818929;0,090238248;-3,293126644;3,891963145;3,940493837;4,591504991;0,693147181;0,386712644;0;1,474691793;0
Q-CELLS SE;2006;IT;0;0;0;0,140323;-0,0721781;0,84421669;0,092446256;0,052311576;-0,821081301;6,122632931;5,701677594;8,035898008;1,098612289;0,183204931;0;2,263638566;0
QIAGEN N.V.;2006;Health Care;0;0;0;0,084094;0,170009664;0,045618473;0,017779121;0,241928406;-1,38433365;6,640265301;5,987443975;7,499478744;3,17805383;0,91990173;0;1,393935724;0
QSC AG;2006;Sonstige;0;0;0;-0,136106;-0,00747478;0,287107908;0,027084642;0,119401281;-1,607469824;5,019046487;5,269851017;6,306893194;2,397895273;0,445892984;0;1,899612817;0
QUANMAX AG;2006;IT;0;0;0;-0,089975;0,07131484;-0,648506566;0,003624435;0;-1,456874386;4,437010672;5,279143721;3,220965428;1,098612289;0,632611978;0;-0,562694097;0
RATIONAL AG;2006;Industrials;1;1;0,138427824;0,303888;0,118006574;0,105153394;0,03241233;0,048834925;-1,335278092;4,883831695;5,506996815;7,27631434;2,397895273;0,278715919;0;2,777347325;0
REALTECH AG;2006;IT;1;0;0,010176455;0,019684;0,085957372;0,061218328;0,015504616;0;-1,799698716;4,048482108;3,912960566;3,747334267;0,693147181;0,505792264;0;-0,024086972;0
RHEINMETALL AG;2006;Industrials;1;1;0,009380429;0,034647;0,018239722;0,011941417;0,054021093;0,151266811;-2,127005464;8,138272639;8,147288259;7,742386397;2,833213344;0,968111111;1;1,023373242;0
RHOEN-KLINIKUM AG;2006;Health Care;1;1;0,01666734;0,060248;0,027829025;0,303905508;0,066070049;0,294924532;-1,852861946;7,391549628;7,255441546;7,528108063;2,708050201;0,836520264;0;1,115680468;0
ROHWEDDER AG;2006;Industrials;1;0;0,005238418;0,000412;-0,041083165;0,200650059;0,049452343;0,194092012;-3,229753943;4,432125466;4,964053689;4,173286664;0,693147181;0,5888;0;0,724220178;0
RUECKER AG;2006;Industrials;1;0;0,016154677;0,018785;0,022120538;0,120301639;0,040108262;0,258699094;-1,960799973;4,462153954;5,047301465;4,116338904;1,098612289;0,331543144;0;0,748157469;0
RWE AG (ST.);2006;Sonstige;1;1;0,023986769;0,021999;0,042869114;-0,071005252;0,032952488;0,223782547;-4,337167413;11,60329619;10,55022424;10,4742342;3,526360525;0,888999914;1;1,202017161;0
SALZGITTER AG;2006;Sonstige;1;1;0,008839726;0,174542;0,030027215;0,185367746;0,041302635;0,041471064;-1,811186361;8,596657615;8,875088465;8,246009064;2,772588722;0,649198013;1;0,538561429;0
SANOCHEMIA PHARMAZEUTIKA AG;2006;Health Care;0;0;0;0,068139;0,526348355;0,120132274;0,012532231;0,16495072;-1,585032298;4,511200108;3,370428848;5,169263722;1,098612289;0,999217068;0;1,095426159;0
SAP AG;2006;IT;1;1;0,053456546;0,179768;0,158137947;0,124693327;0,02847405;0,003440076;-1,036788654;9,111927024;9,049282575;10,91165419;3,63758616;0,609471098;1;2,229218646;0
SARTORIUS AG (ST);2006;Sonstige;1;1;0,009663412;0,061133;0,053879715;0,035172144;0,025022291;0,176136636;-3,615669308;5,903851171;6,182706614;5,401485645;1,098612289;0,680021368;0;1,09505589;0
SCHLOTT GRUPPE AG;2006;Industrials;1;1;0,01095672;0,030823;0,050496495;-0,027930449;0,064237142;0,304088498;-5,614672326;6,223622348;6,336737409;5,27282739;1,609437912;0,622940226;0;0,296998174;0
SCHWARZ PHARMA AG;2006;Sonstige;1;1;0,009317849;-0,057384;0,038216303;0,045356657;0,030454139;0,023888387;-1,51908598;6,847005837;6,898282554;7,889658794;2,995732274;0,396901409;0;1,605481686;0
SECUNET SECURITY AG;2006;IT;0;0;0;0,163029;0,099077449;0,231756751;0,040042603;0,00701037;-0,782545574;3,335570268;3,709211353;4,433361178;1,098612289;0,204;0;1,603397225;0
SGL CARBON SE;2006;Industrials;0;0;0;0,022569;-0,025449102;0,124165292;0,037079684;0,253949731;-2,539171079;7,076062424;6,974291803;6,737644756;2,708050201;1;0;0,963954401;0
SHS VIVEON AG;2006;IT;0;0;0;-0,02691;-0,020949652;0,244040482;0,008669823;0,24186638;-3,059847953;3,573030796;3,707809152;3,449323706;0,693147181;0,527131783;0;0,730292221;0
SIEMENS AG;2006;Industrials;1;1;0,015944924;0,02713;-0,005606733;0,07152872;0,040288705;0,134748527;-2,362274881;11,36448346;11,23115919;11,1276146;3,610917913;0,938923896;1;0,91968995;0
SINGULUS TECHNOLOGIES;2006;Industrials;0;0;0;0,019327;0,014760389;-0,586754997;0,013017811;0,063024563;-1,670514994;5,885881785;5,498961698;6,241448068;2,944438979;0,990467193;1;0,698582625;0
SINNERSCHRADER AG;2006;IT;0;0;0;0,024192;0,1787553;0,149684722;0,01656484;0;-0,357490047;2,620762422;2,661314924;3,130841317;0,693147181;0,642034133;0;0,795358545;0
SIXT AG (ST.);2006;Sonstige;1;1;0,01007531;0,043429;0,050768106;0,132577938;0,006195582;0,432808513;-3,414570542;7,183122636;7,197211377;6,071638552;1,609437912;0,443823564;0;0,789396345;0
SKY DEUTSCHLAND AG;2006;Consumer;0;0;0;0,036482;-0,10404436;0,087170781;0,024073457;0,091640728;-3,976987777;7,222271815;6,979595825;7,049009841;2,708050201;0,766420252;0;0,366782869;0
SOFTING AG;2006;IT;0;0;0;0,029155;0,110501244;0,079541967;0,014833942;0;-1,56507266;3,118701836;3,09390653;2,805690996;0,693147181;0,669090909;0;0,19802114;0
SOFTWARE AG;2006;IT;1;1;0,15304783;0,111034;0,105341378;0,062799197;0,015823437;0,007234766;-1,373477594;6,395824044;6,08229425;7,1713998;2,944438979;0,698997613;0;1,202257501;0
SOLAR-FABRIK AG;2006;IT;0;0;0;0,011406;-0,204838287;-0,020050678;0,037808767;0,020011429;-2,195446678;3,780386958;3,933475252;4,674584992;1,609437912;0,633499171;0;0,981223124;0
SOLARWORLD AG;2006;IT;1;1;0,017124991;0,143822;0,072688506;0,576866703;0,120807162;0,144858498;-1,538341618;6,101616316;5,874849267;7,934221759;2,708050201;0,723996063;0;2,554056055;0
SOLON SE;2006;IT;0;0;0;0,065673;-0,119074012;0,664148761;0,052801368;0,313954899;-2,552215985;5,200445408;5,304145351;5,821716379;2,079441542;0,211059371;0;1,607818187;0
STADA ARZNEIMITTEL AG;2006;Health Care;1;1;0,020410094;0,043526;0,145249932;0,22820512;0,010940305;0,204897296;-2,920580258;7,207691635;6,929574499;7,454803159;2,995732274;1;0;0,929210818;0
STRATEC BIOMEDICAL AG;2006;Health Care;1;1;0,023168391;0,127415;-0,017886894;0,156576307;0,048192502;0,07814275;-1,476957731;3,775685393;3,856451097;5,086498603;1,098612289;0,599014419;0;1,635402707;0
SUEDZUCKER AG;2006;Consumer;1;1;0,019479042;0,032036;-0,021004395;0,102300238;0,052307214;0,263908456;-2,751119027;8,977853306;8,58419742;8,317500701;2,48490665;0,339998099;0;0,463231916;0
SUESS MICROTEC AG;2006;IT;0;0;0;-0,050548;0,04464863;0,054504284;0,010773119;0,11282052;-1,787769246;5,058288304;4,766778701;4,902177975;1,791759469;0,901050997;0;0,472782257;0
SUNWAYS AG;2006;IT;0;0;0;0,006199;-0,301497757;0,306583559;0,293854301;0,337069201;-3,446876232;4,2927445;4,510155962;5,170318891;1,791759469;0,719255834;0;2,365625314;0
SURTECO SE;2006;Consumer;1;1;0,021343586;0,059627;0,046542137;0,041056527;0,058602094;0,314576406;-5,121290055;5,913829979;5,982353164;5,842936906;1,098612289;0,145626478;0;0,890137685;0
SYNAXON AG;2006;IT;1;1;0,074430794;0,00864;0,019033318;0,194478198;0,048213787;0;-1,74651202;3,115863661;3,04026099;3,397324803;0,693147181;0,861732203;1;0,697047855;0
SYSKOPLAN AG;2006;IT;1;1;0,026129528;0,034224;0,089005499;0,034167583;0,020691454;0,068475137;-0,65736206;3,653239323;3,732700148;3,575856322;1,098612289;0,614047619;0;0,460726317;0
SYZYGY AG;2006;IT;1;1;0,172753415;0,054529;0,099628565;0,064394448;0,016989634;0;-3,526549044;3,971234865;2,814929563;4,16493326;0;0,700208073;1;0,267936769;0
TA TRIUMPH-ADLER AG;2006;Sonstige;0;0;0;-0,007325;-0,036012787;-0,136080926;0,055044756;0,307543522;-3,466476453;6,045336302;5,819315574;4,290733039;1,098612289;0,552993391;0;0,434673095;0
TAKKT AG;2006;Consumer;1;1;0,01414183;0,103689;0,06963186;0,060796842;0,017743586;0,281067494;-4,753682216;6,214388074;6,650586893;6,709874458;1,945910149;0,273004115;0;1,269359726;0
TDMI AG;2006;IT;0;0;0;-0,023883;0,198127036;-0,567471816;0,038795774;0,126140019;-1,632550392;3,05324618;3,201119103;2,930821683;0;0,845023949;0;0,745311452;0
TECHEM AG;2006;Sonstige;1;0;0,026446469;0,069245;0,119412929;0,077425748;0,09201109;0,302988578;-4,147456161;6,42164178;6,145883762;6,819117296;2,708050201;0,747873633;0;1,488507261;0
TECHNOTRANS;2006;Industrials;1;1;0,028324871;0,092245;0,032160386;0,101509109;0,115450028;0,13786362;-1,919567782;4,466666452;4,865894645;4,950173784;2,197224577;0,964392579;0;1,101480303;0
TELE ATLAS NV;2006;Sonstige;0;0;0;-0,045882;0,062553732;0,449114462;0,010504404;0;-1,028612198;6,330896685;5,298657309;7,535772423;0,693147181;0,664772727;0;1,371135691;0
TELEGATE AG;2006;Industrials;1;0;0,090901246;0,227525;0,147277937;0,060790255;0,059606501;0;-0,994612439;4,933394214;5,011101852;6,050263791;1,609437912;0,178157907;0;1,806546423;0
TELES AG;2006;IT;0;1;0;0,880264;-0,674035544;0,031503512;0,011388647;0,005519738;-0,774200719;5,082459709;3,233843252;4,852814097;1,098612289;0,415119535;0;-0,040801697;0
THIELERT AG;2006;Industrials;0;0;0;0,074096;-0,471861794;0,439879417;0,055270782;0,06581583;-1,913372651;4,815513766;3,626440062;5,9960844;0;1;0;1,399373477;0
THYSSENKRUPP AG;2006;Sonstige;1;1;0,009588166;0,031245;0,020686281;0,140426939;0,040607813;0,128934845;-2,032434921;10,47166657;10,66725628;9,340501383;3,258096538;0,714600312;0;0,38026441;0
TIPP24 SE;2006;Consumer;0;0;0;0,072888;0,357512596;0,292035831;0,013361467;0,001182301;-0,272442438;4,278542136;3,262655362;5,357656984;1,098612289;1;0;1,383914352;0
TOMORROW FOCUS AG;2006;IT;0;0;0;-0,033391;0,030897453;0,088723993;0,020404123;0;-0,798320864;4,012827157;3,975429636;4,809016873;1,386294361;0,42638137;0;1,114750196;0
T-ONLINE INTERNATIONAL AG;2006;Sonstige;1;1;0,02344282;0,031355;0,069051382;0,037320833;0,017315663;0;-3,618965875;8,787174557;7,644105617;9,162502889;1,386294361;0,098600284;0;0,473506999;0
TRIPLAN AG;2006;Industrials;0;0;0;-0,023034;-0,044516653;0,04104213;0,085835863;0,034320264;-2,236176517;2,616665639;3,203559121;2,693984069;0,693147181;0,692080537;0;0,939115096;0
TUI AG;2006;Consumer;1;1;0,010587124;0,033015;-0,011471708;0,110738727;0,054231526;0,249568127;-3,244863661;9,640459094;9,809248343;8,343857411;3,218875825;0,899000635;0;0,025886203;0
TV-LOONLAND AG;2006;Consumer;0;0;0;-0,35437;0,071260641;-0,166591919;0,001548005;0,379485201;-3,489181203;3,824938899;2,51244075;2,768860726;0;0,773656802;0;0,440598763;0
UMS UNITED MEDICAL SYS INTL;2006;Health Care;0;0;0;-0,17424;0,25001199;-0,100156303;0,016053582;0,367885767;-1,789851821;3,815628838;3,442815859;3,290086915;0,693147181;0,830950798;0;0,823945095;0
UNITED INTERNET AG;2006;IT;1;1;0,017478419;0,124688;0,118721655;0,452702321;0,045124061;0,120913243;-2,899307644;6,487731202;6,68649121;7,869170178;2,48490665;0,576279317;1;2,230241179;0
UNITED LABELS AG;2006;Consumer;0;0;0;0,017101;-0,048767649;0,026963204;0,127479363;0,105217305;-2,610152287;3,85090051;3,695671337;3,141787416;0,693147181;0,318;0;-0,274035818;0
USU SOFTWARE AG;2006;IT;0;0;0;0,018001;0,120991324;0,110106535;0,00327477;0;-1,477166444;3,760874481;3,037881387;3,509658301;0,693147181;0,780186097;0;-0,0764236;0
UTIMACO SAFEWARE AG;2006;IT;1;0;0,053032777;0,175534;0,165640696;0,180343769;0,092718479;0,00165463;-0,556350437;3,931645224;3,729339783;4,96923812;1,386294361;0,977930192;0;1,387707413;0
VCL FILM & MEDIEN AG;2006;Consumer;0;0;0;-0,016953;-0,201358313;-0,414511403;0,000862075;0,439427791;-3,040405553;3,326035521;2,530493275;2,361314273;0;0,5;0;2,422798264;0
VILLEROY & BOCH AG-PFD;2006;Industrials;1;1;0,005817747;0,016633;0,02398233;-0,071952604;0,044041512;0;-2,599449955;6,668305755;6,794856421;5,186227873;0;1;0;-0,013676667;0
VOLKSWAGEN AG (ST.);2006;Sonstige;1;1;0,003925005;0,008593;0,020139155;0,055031598;0,064143477;0,382487807;-2,816152152;11,79871324;11,45100751;9,639630564;3,610917913;0,504098855;0;-0,248747495;0
VOSSLOH AG;2006;Industrials;1;1;0,020316465;0,042698;0,016762147;0,02187988;0,031127056;0,225340337;-3,07901826;6,995033287;6,848642015;6,461949245;2,397895273;0,698051728;0;0,590372672;0
W.O.M. WORLD OF MEDICINE AG;2006;Health Care;0;0;0;-0,185956;-0,01922852;-0,058132417;0,051360466;0,125760905;-2,327069294;3,141947263;3,369754873;3,143345919;0;0,43;0;0,497341349;0
WASHTEC AG;2006;Industrials;0;0;0;0,053458;0,058524081;0,064073726;0,065160023;0,247205331;-3,273845617;5,206612629;5,419593849;5,418237495;1,098612289;0,625986842;0;1,520689955;0
WAVELIGHT AG;2006;Sonstige;0;0;0;0,042343;0,035746158;0,481993957;0,121262549;0,038480054;-2,484434522;4,487939498;4,390490713;4,396298247;1,791759469;0,947633588;0;0,390448434;0
WCM BETEILIGUNGS & GRUND AG;2006;Sonstige;0;0;0;-0,036871;-0,043391713;0,024639928;0,01809438;0,295328762;-2,334082062;7,020048518;6,836663063;4,680448075;0;0,903529819;0;0,963742387;0
WESTAG & GETALIT AG (ST.);2006;Sonstige;1;1;0,015831664;0,047397;0,030030342;0,035400927;0,090727706;0;-2,382808612;4,71936992;5,155742923;4,251044561;0;0,630944056;1;-0,068585257;0
WINCOR NIXDORF AG;2006;IT;1;1;0,019922356;0,048732;0,057886189;0,101171153;0,028157488;0,339867182;-3,083058196;7,012115294;7,463782923;7,459573126;2,63905733;1;0;2,031830863;0
