"ausfall";"betrag";"zins";"bonitaet";"alter";"wohnen";"arbeit";"einkommen"
"nein";20000;6,91;"A";22;"Grundschuld";5;68,67
"nein";9000;6,54;"A";27;"Grundschuld";3;71,352
"nein";9250;9,62;"B";23;"Grundschuld";4;44,5
"nein";8000;9,25;"B";23;"Miete";2;60,4
"nein";3000;16,32;"E";22;"Miete";4;78
"nein";15000;6,54;"A";28;"Grundschuld";13;27,5
"nein";12000;10,36;"B";24;"Miete";5;43,2
"nein";5000;9,99;"B";31;"Miete";1;43
"nein";6000;10,36;"B";32;"Miete";4;37
"nein";10000;9,99;"B";41;"Miete";5;56,448
"nein";4550;13,72;"C";23;"Miete";4;20,664
"nein";9800;6,17;"A";24;"Miete";0;53,5
"nein";9000;14,09;"D";23;"Miete";1;75
"nein";25000;14,46;"D";24;"Grundschuld";11;80
"ja";1600;14,46;"D";26;"Miete";5;38
"nein";5000;9,99;"B";38;"Miete";1;37,2
"nein";20000;9,25;"B";27;"Miete";3;125
"nein";8000;5,79;"A";33;"Grundschuld";4;95
"nein";6500;6,17;"A";22;"Miete";4;33
"nein";8000;9,62;"B";32;"Miete";3;40
"nein";4800;6,17;"A";26;"Grundschuld";8;49,2
"nein";8000;6,17;"A";23;"Miete";0;38
"nein";10000;9,99;"B";37;"Grundschuld";5;80
"nein";8400;12,61;"C";27;"Miete";13;71
"nein";6125;6,17;"A";22;"Grundschuld";12;60
"nein";6000;6,54;"A";24;"Eigentum";8;68,4
"nein";8000;13,72;"C";33;"Grundschuld";0;96
"nein";20000;6,54;"A";27;"Miete";0;90
"nein";18500;17,8;"F";29;"Grundschuld";1;140
"nein";12000;10,36;"B";35;"Miete";3;52,5
"nein";9250;12,23;"C";21;"Eigentum";0;37
"nein";23000;9,62;"B";23;"Miete";9;68
"nein";1800;12,61;"C";25;"Miete";2;45
"nein";4500;6,17;"A";22;"Miete";5;36
"nein";20000;6,54;"A";27;"Grundschuld";18;63,844
"nein";9000;6,17;"A";23;"Miete";0;43,2
"nein";8000;9,25;"B";44;"Grundschuld";3;99
"nein";18000;12,98;"C";25;"Miete";2;52
"nein";13750;5,79;"A";27;"Grundschuld";3;108
"nein";14000;12,61;"C";24;"Miete";3;69
"nein";8050;12,98;"C";48;"Miete";2;40
"nein";7000;12,61;"C";43;"Grundschuld";2;68
"nein";6000;6,17;"A";24;"Grundschuld";18;80,004
"nein";4000;9,25;"B";37;"Miete";0;49
"ja";5000;6,54;"A";35;"Miete";5;40,8
"ja";14500;15,57;"D";42;"Miete";6;48
"nein";25000;12,23;"C";27;"Grundschuld";3;105
"nein";10750;12,23;"C";35;"Grundschuld";3;78,75
"nein";15000;12,98;"C";30;"Grundschuld";0;75
"nein";6000;9,25;"B";25;"Miete";0;26,78
"nein";12000;5,42;"A";26;"Grundschuld";23;66,912
"nein";18000;13,72;"C";22;"Miete";5;144,5
"nein";16000;14,83;"D";26;"Miete";2;60
"nein";15000;6,17;"A";26;"Grundschuld";8;94
"nein";7000;12,23;"C";27;"Grundschuld";12;160
"nein";20000;9,62;"B";26;"Eigentum";0;63,4
"nein";20000;8,88;"B";24;"Eigentum";11;234
"nein";12000;5,42;"A";33;"Grundschuld";6;75
"nein";22000;6,91;"A";27;"Miete";5;190
"nein";2000;13,35;"C";26;"Miete";4;57,45
"nein";18000;6,17;"A";27;"Eigentum";0;46
"nein";1000;15,57;"D";25;"Miete";0;39,6
"nein";6000;16,69;"E";27;"Grundschuld";3;41
"nein";25000;10,36;"B";42;"Grundschuld";5;78,456
"nein";12000;9,62;"B";23;"Grundschuld";0;75
"nein";5000;10,36;"B";22;"Miete";5;49,56
"nein";12000;10,36;"B";24;"Miete";1;60
"nein";4000;12,23;"C";25;"Miete";12;65,499
"nein";2000;5,79;"A";31;"Miete";1;33
"nein";15000;8,88;"B";38;"Miete";14;71
"nein";5000;6,54;"A";24;"Miete";6;50
"nein";5000;13,35;"C";34;"Miete";3;14
"nein";8000;12,61;"C";31;"Miete";1;80
"nein";7000;9,62;"B";22;"Grundschuld";9;39,3
"nein";12000;13,35;"C";32;"Eigentum";3;65
"nein";23800;6,91;"A";41;"Miete";7;60
"nein";1000;9,25;"B";40;"Miete";0;14,4
"nein";10000;9,25;"B";23;"Miete";1;43
"nein";18000;13,35;"C";24;"Grundschuld";0;95,004
"nein";25000;14,83;"D";40;"Grundschuld";2;130
"nein";12000;9,99;"B";22;"Grundschuld";8;55
"nein";9000;12,23;"C";29;"Eigentum";9;60
"nein";16000;6,54;"A";27;"Grundschuld";2;100
"nein";10000;15,57;"D";21;"Miete";2;90
"nein";6000;5,79;"A";23;"Miete";23;74
"nein";12000;6,17;"A";32;"Miete";12;26,4
"nein";4900;9,99;"B";24;"Miete";0;51,63
"ja";12250;6,91;"A";26;"Grundschuld";4;40
"ja";25000;15,57;"D";22;"Grundschuld";15;81
"nein";8000;14,46;"D";31;"Grundschuld";0;36,4
"nein";24000;6,54;"A";22;"Grundschuld";0;60,4
"nein";6500;12,98;"C";25;"Miete";7;85,296
"nein";4000;14,09;"D";22;"Miete";4;42
"nein";4000;13,72;"C";21;"Grundschuld";12;146
"nein";12450;12,23;"C";40;"Miete";2;201,4
"nein";6000;14,09;"D";23;"Miete";2;34
"nein";6500;9,25;"B";22;"Grundschuld";6;65,004
"nein";20000;6,54;"A";25;"Grundschuld";20;90
"nein";3000;9,99;"B";28;"Grundschuld";32;86,004
"nein";15000;6,17;"A";23;"Miete";26;38,4
"nein";20000;14,09;"D";25;"Miete";41;71,004
"nein";21000;14,09;"D";26;"Miete";11;71,2192
"nein";24000;16,69;"E";28;"Miete";21;103,832
"nein";2800;9,62;"B";45;"Miete";4;47
"nein";9000;12,61;"C";23;"Miete";1;40
"ja";12000;12,98;"C";23;"Miete";3;60
"nein";10000;6,91;"A";36;"Miete";0;31,2
"nein";15000;6,91;"A";29;"Miete";4;61,656
"nein";14400;9,62;"B";25;"Miete";12;64
"nein";5000;12,98;"C";21;"Miete";2;24
"nein";6400;5,42;"A";23;"Grundschuld";5;75
"nein";3900;12,23;"C";24;"Miete";1;40
"nein";15000;13,72;"C";29;"Miete";13;80
"ja";10750;15,2;"D";24;"Miete";0;24
"nein";20000;9,62;"B";28;"Grundschuld";3;85
"nein";12800;9,62;"B";31;"Miete";2;62
"nein";7000;12,98;"C";33;"Miete";4;97
"nein";9000;5,42;"A";31;"Miete";6;90
"ja";10000;10,36;"B";23;"Miete";23;40
"nein";11000;9,99;"B";31;"Grundschuld";5;40
"nein";10000;13,72;"C";29;"Grundschuld";2;80,496
"nein";12000;10,36;"B";24;"Grundschuld";0;95
"nein";1000;6,17;"A";26;"Grundschuld";18;90
"nein";7000;6,91;"A";26;"Miete";3;60
"nein";3500;12,61;"C";22;"Miete";1;57
"nein";12000;9,62;"B";25;"Grundschuld";5;50,4
"ja";10000;12,61;"C";27;"Grundschuld";0;132
"nein";4900;14,09;"D";41;"Grundschuld";18;60
"nein";3000;12,61;"C";32;"Miete";3;45
"nein";1200;6,54;"A";31;"Miete";1;75
"nein";16875;6,54;"A";24;"Miete";0;72
"nein";12000;6,17;"A";25;"Grundschuld";4;42,996
"nein";10800;5,42;"A";41;"Miete";5;69,35
"nein";12000;13,35;"C";24;"Eigentum";22;90
"nein";13750;8,88;"B";40;"Eigentum";12;40
"nein";11200;14,46;"D";25;"Grundschuld";5;57
"nein";4000;6,17;"A";21;"Miete";2;50,808
"nein";24000;6,54;"A";23;"Grundschuld";9;130,104
"ja";14000;6,17;"A";29;"Grundschuld";5;132
"nein";6800;6,91;"A";30;"Grundschuld";1;44
"nein";16800;12,61;"C";28;"Grundschuld";39;60
"nein";20000;8,88;"B";25;"Grundschuld";9;150
"nein";7000;6,91;"A";22;"Grundschuld";4;85
"nein";25000;10,36;"B";30;"Grundschuld";17;110
"nein";4500;6,91;"A";58;"Grundschuld";7;780
"nein";25000;15,57;"D";28;"Eigentum";4;70
"nein";25000;10,36;"B";27;"Grundschuld";11;150
"nein";25000;15,57;"D";24;"Grundschuld";7;80,004
"nein";5000;12,23;"C";22;"Miete";9;84,996
"nein";22000;6,54;"A";35;"Grundschuld";14;132
"nein";10000;6,54;"A";24;"Miete";4;60
"nein";4750;12,23;"C";21;"Miete";7;26,4
"ja";13750;9,62;"B";23;"Grundschuld";9;65
"nein";12000;10,36;"B";28;"Miete";4;55
"nein";4000;14,83;"D";21;"Miete";0;35
"nein";5500;9,25;"B";23;"Miete";3;21,6
"ja";6000;14,09;"D";23;"Miete";2;60
"nein";10800;8,88;"B";23;"Miete";2;55
"nein";9800;10,36;"B";25;"Miete";3;36
"nein";10750;6,17;"A";24;"Grundschuld";11;44
"ja";6000;6,91;"A";27;"Grundschuld";6;26,4
"nein";3000;6,54;"A";25;"Miete";3;77,5
"nein";10000;9,99;"B";22;"Miete";2;53,5
"nein";16800;6,17;"A";26;"Miete";4;97
"nein";6000;9,25;"B";22;"Eigentum";5;40
"nein";6000;8,88;"B";32;"Grundschuld";10;98,056
"ja";8000;6,54;"A";29;"Grundschuld";6;42
"ja";23000;6,17;"A";27;"Grundschuld";12;98
"nein";8550;6,91;"A";21;"Grundschuld";11;75
"nein";1500;12,23;"C";26;"Grundschuld";6;84,996
"nein";18000;6,91;"A";21;"Grundschuld";7;66
"nein";1500;6,91;"A";28;"Grundschuld";11;67,386
"nein";15000;14,83;"D";23;"Grundschuld";2;90
"nein";7200;9,25;"B";23;"Miete";5;80,5
"nein";8500;6,54;"A";24;"Miete";8;49,23204
"nein";9200;12,98;"C";22;"Miete";15;62
"nein";4000;15,2;"D";44;"Miete";6;36
"nein";1500;12,61;"C";34;"Miete";4;14,4
"nein";5600;9,25;"B";21;"Miete";3;60
"nein";20000;6,54;"A";24;"Grundschuld";7;140
"nein";2000;10,36;"B";23;"Eigentum";9;26
"nein";4800;9,99;"B";24;"Grundschuld";3;48
"nein";4000;6,54;"A";32;"Eigentum";17;25,2
"nein";15125;10,36;"B";24;"Miete";4;82,308
"ja";20000;8,88;"B";25;"Miete";10;40
"nein";6400;10,36;"B";24;"Miete";4;75
"nein";20000;10,36;"B";26;"Grundschuld";7;65,004
"nein";10000;12,98;"C";24;"Grundschuld";6;72
"nein";5000;9,99;"B";35;"Miete";6;31,5776
"nein";10000;14,09;"D";26;"Grundschuld";3;85
"ja";4000;13,35;"C";22;"Miete";3;15,996
"ja";1500;13,72;"C";40;"Miete";2;30,996
"nein";5100;9,62;"B";25;"Grundschuld";5;54
"nein";25000;10,36;"B";23;"Miete";4;150
"nein";3000;9,99;"B";25;"Grundschuld";15;45
"nein";4400;6,91;"A";21;"Miete";3;20
"nein";7200;5,79;"A";42;"Miete";3;60
"nein";20000;6,91;"A";22;"Grundschuld";8;140
"nein";10000;9,99;"B";28;"Grundschuld";3;54
"nein";12000;6,17;"A";24;"Miete";4;38,0016
"ja";14000;6,17;"A";26;"Grundschuld";5;75
"nein";1400;9,25;"B";23;"Grundschuld";2;13,2
"nein";8000;6,17;"A";32;"Grundschuld";6;63
"nein";8000;13,35;"C";22;"Grundschuld";5;70
"ja";4000;12,61;"C";28;"Miete";4;45,6
"nein";25000;12,61;"C";43;"Grundschuld";5;500
"nein";15000;5,79;"A";33;"Grundschuld";19;120
"nein";16000;6,91;"A";27;"Grundschuld";11;80
"nein";3250;13,35;"C";37;"Grundschuld";10;95
"nein";10000;12,98;"C";25;"Miete";0;45
"nein";20000;14,09;"D";24;"Grundschuld";2;65
"nein";7000;8,88;"B";23;"Grundschuld";2;40
"nein";5000;6,17;"A";24;"Miete";6;40
"nein";9600;12,23;"C";29;"Eigentum";3;48
"nein";2000;9,99;"B";34;"Grundschuld";45;948
"ja";16800;6,17;"A";21;"Grundschuld";3;43,2
"nein";3200;12,98;"C";28;"Miete";2;55
"nein";25000;14,09;"D";35;"Miete";19;80
"nein";15000;6,17;"A";23;"Grundschuld";5;55
"nein";10000;6,91;"A";26;"Grundschuld";25;63
"nein";10000;6,54;"A";22;"Miete";23;58
"nein";12000;12,61;"C";24;"Grundschuld";22;75
"nein";12000;6,91;"A";53;"Miete";1;105
"ja";5000;6,54;"A";21;"Eigentum";9;56,4
"ja";5000;8,88;"B";22;"Miete";0;30
"nein";8000;14,09;"D";31;"Miete";13;56
"nein";20000;6,91;"A";21;"Grundschuld";16;165
"ja";15000;9,99;"B";23;"Grundschuld";6;102
"nein";3800;6,54;"A";26;"Grundschuld";21;88
"nein";3000;12,61;"C";35;"Miete";2;54,084
"nein";12000;10,36;"B";25;"Miete";4;80,004
"nein";1500;9,25;"B";26;"Miete";1;14,4
"nein";20000;6,17;"A";26;"Miete";13;59
"nein";5000;6,54;"A";27;"Grundschuld";11;156
"nein";6250;9,99;"B";29;"Miete";4;18
"nein";10000;6,54;"A";36;"Eigentum";16;1200
"nein";4000;9,99;"B";22;"Grundschuld";6;34,9
"nein";15000;14,09;"D";28;"Miete";8;54,996
"nein";17500;6,17;"A";34;"Grundschuld";16;41,6
"nein";5000;6,54;"A";22;"Grundschuld";21;72
"nein";14400;14,46;"D";26;"Miete";3;130
"nein";14550;9,62;"B";24;"Miete";2;48
"nein";10000;6,17;"A";39;"Grundschuld";6;70
"nein";5000;6,91;"A";21;"Miete";2;21
"nein";20000;17,43;"E";23;"Grundschuld";19;101
"nein";20000;13,72;"C";29;"Miete";2;92
"nein";15000;13,72;"C";36;"Miete";7;65
"nein";7000;5,79;"A";25;"Grundschuld";4;61
"nein";12000;12,98;"C";33;"Grundschuld";4;90
"nein";5000;8,88;"B";25;"Grundschuld";14;39,6
"ja";5000;13,72;"C";23;"Miete";4;28
"nein";3200;12,61;"C";34;"Miete";2;40,8
"nein";11200;5,79;"A";24;"Miete";3;180
"nein";8075;6,17;"A";21;"Miete";5;50
"ja";14000;6,54;"A";21;"Grundschuld";0;42
"nein";3600;6,17;"A";23;"Miete";0;30
"ja";15000;16,32;"E";33;"Grundschuld";11;170
"nein";10000;5,79;"A";30;"Miete";6;35
"nein";5000;9,62;"B";22;"Miete";8;17,72009
"nein";2500;9,62;"B";37;"Miete";0;48
"nein";6875;6,54;"A";22;"Grundschuld";0;95
"nein";5625;6,91;"A";28;"Miete";0;75
"nein";8475;6,91;"A";26;"Grundschuld";0;44
"nein";3525;6,91;"A";23;"Grundschuld";0;70
"nein";3800;6,54;"A";26;"Grundschuld";0;35
"nein";2850;6,54;"A";28;"Miete";0;115
"nein";7500;6,54;"A";25;"Grundschuld";0;100
"nein";5575;15,2;"D";50;"Grundschuld";0;120
"nein";6275;6,91;"A";33;"Eigentum";0;135
"nein";5900;6,17;"A";44;"Miete";0;119
"nein";6325;6,54;"A";25;"Grundschuld";0;130
"nein";9450;6,54;"A";31;"Miete";0;95
"nein";2500;6,91;"A";23;"Miete";0;25
"nein";20000;6,17;"A";29;"Eigentum";1;117,5
"nein";3025;6,17;"A";24;"Grundschuld";0;200
"nein";3775;6,17;"A";32;"Miete";0;50
"nein";1375;6,91;"A";38;"Miete";0;37,5
"nein";6575;5,79;"A";27;"Grundschuld";0;100
"nein";6900;6,91;"A";24;"Eigentum";0;40
"nein";3250;6,54;"A";22;"Miete";0;35
"nein";4975;6,17;"A";22;"Miete";0;95
"nein";7700;6,91;"A";41;"Grundschuld";0;54,5
"nein";3625;6,54;"A";25;"Miete";0;52
"nein";6300;5,79;"A";26;"Grundschuld";0;80
"ja";7025;6,54;"A";22;"Miete";0;36,5
"nein";3425;6,17;"A";25;"Eigentum";0;30
"nein";3625;6,17;"A";31;"Grundschuld";0;58
"ja";6800;6,54;"A";23;"Miete";0;54
"nein";5500;6,17;"A";23;"Grundschuld";0;44
"nein";3225;5,79;"A";38;"Grundschuld";0;78
"nein";4325;6,91;"A";25;"Grundschuld";0;45
"nein";3725;6,54;"A";23;"Miete";0;33
"nein";7050;8,88;"B";35;"Miete";0;80
"nein";6675;6,54;"A";24;"Eigentum";0;75
"nein";3850;6,17;"A";25;"Grundschuld";0;170
"nein";4750;9,25;"B";34;"Miete";0;39,996
"nein";5975;14,46;"D";24;"Miete";0;52
"nein";2475;6,54;"A";27;"Miete";0;75,8
"ja";1950;9,99;"B";24;"Grundschuld";0;100,128
"nein";4725;6,54;"A";26;"Miete";0;27,6
"nein";2700;6,91;"A";22;"Miete";0;31,2
"nein";7200;6,91;"A";24;"Grundschuld";0;45,6
"nein";5875;6,17;"A";22;"Grundschuld";0;77,237
"nein";5850;5,79;"A";30;"Miete";0;70
"nein";5775;6,17;"A";24;"Miete";0;120
"nein";6000;6,17;"A";26;"Grundschuld";32;57,006
"nein";11500;14,46;"D";28;"Miete";0;36
"ja";5200;6,54;"A";25;"Grundschuld";0;75
"nein";1675;6,54;"A";23;"Miete";0;46,3
"nein";2375;9,25;"B";35;"Miete";0;71,004
"ja";7300;9,99;"B";23;"Grundschuld";0;65
"nein";10000;12,98;"C";28;"Grundschuld";2;53,004
"nein";4000;6,54;"A";33;"Grundschuld";0;60
"nein";7575;6,54;"A";22;"Grundschuld";0;81,5
"nein";3700;9,25;"B";23;"Miete";4;36
"nein";7800;10,36;"B";29;"Grundschuld";6;52
"ja";20000;20,4;"G";50;"Miete";14;50
"nein";4375;8,88;"B";27;"Miete";0;96
"nein";1675;6,54;"A";24;"Miete";0;60
"nein";2400;13,72;"C";29;"Grundschuld";4;95
"nein";8000;14,09;"D";29;"Miete";8;300
"nein";16000;6,54;"A";28;"Grundschuld";0;60
"nein";6000;5,79;"A";24;"Grundschuld";24;90
"nein";15000;6,17;"A";24;"Miete";4;49,812
"ja";25000;10,36;"B";22;"Miete";0;50,004
"ja";7000;12,98;"C";28;"Miete";18;67,35
"nein";10000;5,79;"A";26;"Grundschuld";4;48
"nein";23000;6,54;"A";29;"Miete";13;91,44
"nein";20000;6,54;"A";24;"Grundschuld";2;80
"nein";10000;6,54;"A";26;"Miete";1;42
"nein";2000;6,91;"A";40;"Miete";15;35,41656
"nein";9000;6,91;"A";27;"Miete";17;88
"nein";12500;6,54;"A";23;"Miete";0;84
"nein";12000;8,88;"B";24;"Miete";7;36
"nein";14000;12,23;"C";25;"Grundschuld";1;93,5
"nein";6200;12,23;"C";31;"Miete";0;28,8
"nein";5000;8,88;"B";36;"Grundschuld";9;32
"nein";12000;6,54;"A";24;"Miete";1;35
"nein";5000;9,62;"B";36;"Grundschuld";4;145
"nein";7000;5,79;"A";25;"Grundschuld";35;52,5
"nein";20000;6,91;"A";43;"Grundschuld";1;145
"nein";20000;14,09;"D";61;"Miete";2;57
"nein";7200;12,61;"C";35;"Miete";3;32
"nein";10000;8,88;"B";23;"Grundschuld";8;81
"nein";13000;9,99;"B";25;"Grundschuld";2;120
"nein";11000;9,62;"B";27;"Grundschuld";11;130
"nein";19000;6,54;"A";29;"Miete";0;71
"nein";8000;12,61;"C";22;"Miete";0;95,004
"nein";2500;16,69;"E";25;"Miete";7;27,024
"nein";5150;8,88;"B";22;"Grundschuld";4;50
"ja";6000;8,88;"B";28;"Grundschuld";5;53
"nein";7000;9,99;"B";24;"Miete";2;37
"nein";12000;5,42;"A";24;"Grundschuld";13;50
"nein";16000;6,17;"A";23;"Grundschuld";8;100
"nein";25000;14,09;"D";25;"Grundschuld";20;96
"nein";6000;5,42;"A";33;"Grundschuld";12;90
"nein";3500;12,61;"C";38;"Miete";2;20,64
"nein";25000;15,95;"E";28;"Grundschuld";4;140
"nein";4000;5,79;"A";29;"Grundschuld";3;51,54
"nein";6400;8,88;"B";24;"Eigentum";4;24
"nein";1500;6,54;"A";24;"Grundschuld";0;61,8
"ja";10000;5,79;"A";22;"Grundschuld";18;55
"nein";8000;12,98;"C";22;"Grundschuld";5;110
"nein";20000;8,88;"B";24;"Miete";4;75
"nein";10000;6,54;"A";24;"Miete";5;26,4
"nein";12000;8,88;"B";30;"Grundschuld";12;98
"nein";6000;13,35;"C";27;"Grundschuld";62;60
"nein";20000;8,88;"B";29;"Grundschuld";8;98,08
"nein";7200;9,62;"B";22;"Miete";1;48
"nein";15000;15,95;"E";23;"Miete";5;105,504
"nein";20000;6,54;"A";35;"Grundschuld";21;86
"nein";6500;9,99;"B";26;"Miete";0;25,596
"nein";10000;6,91;"A";23;"Miete";3;72
"nein";4000;9,25;"B";25;"Grundschuld";17;45
"nein";1600;8,88;"B";33;"Miete";3;24
"nein";14400;13,35;"C";32;"Miete";7;100
"nein";13200;6,17;"A";29;"Miete";9;28
"nein";24500;6,17;"A";25;"Grundschuld";23;52
"ja";22000;8,88;"B";23;"Grundschuld";0;72,5
"nein";2500;6,91;"A";28;"Miete";0;46
"ja";11500;14,46;"D";28;"Miete";5;25,2
"nein";12000;6,91;"A";28;"Grundschuld";4;90,522
"nein";10000;9,99;"B";28;"Miete";25;144
"nein";15000;6,91;"A";32;"Grundschuld";15;84
"nein";6000;8,88;"B";37;"Grundschuld";3;52
"ja";5000;10,36;"B";25;"Grundschuld";12;98
"nein";16000;14,09;"D";28;"Grundschuld";0;86,4
"nein";25000;9,25;"B";26;"Eigentum";36;190
"nein";20000;6,91;"A";29;"Grundschuld";3;105
"nein";6000;9,25;"B";25;"Miete";21;70
"nein";7000;9,99;"B";25;"Miete";0;38,4
"nein";9250;6,54;"A";23;"Miete";0;24
"nein";7000;13,35;"C";29;"Miete";8;30
"nein";12000;5,79;"A";25;"Grundschuld";3;185
"nein";4900;13,72;"C";25;"Miete";0;21,6
"nein";14000;9,99;"B";24;"Grundschuld";9;104
"nein";24000;14,46;"D";33;"Grundschuld";5;80
"nein";20000;6,91;"A";24;"Miete";13;55
"nein";20000;6,54;"A";25;"Miete";9;140
"nein";10000;6,17;"A";30;"Miete";8;54
"nein";25000;12,23;"C";26;"Miete";6;160
"nein";4400;14,09;"D";38;"Miete";0;24
"nein";5600;12,61;"C";25;"Miete";2;68,515
"nein";9500;6,17;"A";25;"Miete";2;57
"nein";15000;12,61;"C";31;"Grundschuld";3;165
"nein";8500;6,17;"A";22;"Grundschuld";5;28
"nein";8000;14,09;"D";31;"Grundschuld";15;96
"nein";12000;9,99;"B";26;"Miete";1;83
"nein";15000;14,46;"D";43;"Grundschuld";0;90
"nein";4800;9,25;"B";26;"Miete";1;27,88
"nein";9000;9,62;"B";23;"Eigentum";7;80
"ja";3700;6,91;"A";28;"Grundschuld";26;40
"nein";14000;6,91;"A";32;"Miete";11;63
"nein";9000;6,54;"A";30;"Miete";5;51,6
"nein";3500;12,61;"C";31;"Grundschuld";9;80,004
"nein";9000;13,35;"C";23;"Miete";12;56
"nein";4000;12,61;"C";23;"Miete";3;50
"nein";8400;12,98;"C";30;"Miete";2;57,996
"nein";2000;6,91;"A";35;"Grundschuld";5;60
"nein";8000;13,35;"C";23;"Miete";0;90
"nein";14500;8,88;"B";25;"Grundschuld";2;181,4085
"nein";12000;14,09;"D";25;"Miete";0;90
"nein";14000;9,99;"B";25;"Miete";2;70
"nein";8700;12,61;"C";32;"Miete";4;40,32
"nein";8000;5,42;"A";35;"Grundschuld";26;97,5
"nein";12000;6,91;"A";31;"Grundschuld";4;70
"nein";5400;15,95;"E";22;"Miete";2;75,108
"nein";6000;12,61;"C";37;"Miete";14;408
"nein";20000;6,91;"A";24;"Grundschuld";3;102,996
"ja";10000;6,54;"A";60;"Grundschuld";2;43,2
"nein";2000;6,17;"A";23;"Grundschuld";13;21,6
"nein";12000;5,79;"A";23;"Grundschuld";6;77,004
"nein";6000;6,54;"A";22;"Eigentum";3;27
"nein";4900;6,17;"A";32;"Miete";9;25,2
"nein";10000;5,79;"A";23;"Miete";12;55
"nein";6000;9,99;"B";22;"Grundschuld";25;110
"nein";5575;6,54;"A";23;"Grundschuld";11;97,781
"nein";1775;6,54;"A";21;"Miete";0;40
"nein";3500;6,17;"A";31;"Miete";0;24
"nein";2500;13,72;"C";31;"Miete";2;95
"ja";13000;9,25;"B";35;"Grundschuld";9;68
"nein";20400;6,54;"A";33;"Miete";0;50
"nein";10000;16,32;"E";26;"Grundschuld";17;120
"nein";3000;12,98;"C";25;"Miete";3;30
"nein";12000;14,46;"D";28;"Miete";1;75
"nein";20000;6,17;"A";33;"Grundschuld";5;189
"nein";13000;6,54;"A";35;"Miete";13;61,21104
"ja";4500;5,79;"A";22;"Miete";3;50
"nein";15000;17,06;"E";28;"Miete";3;55
"nein";18000;14,46;"D";23;"Grundschuld";0;62
"nein";5000;9,25;"B";21;"Miete";3;40
"nein";17000;8,88;"B";27;"Grundschuld";19;98
"nein";16800;6,17;"A";29;"Grundschuld";2;143
"nein";14400;5,79;"A";29;"Grundschuld";22;125
"nein";10000;10,36;"B";30;"Miete";0;50
"nein";12800;6,54;"A";22;"Grundschuld";0;85
"ja";10000;14,09;"D";25;"Grundschuld";0;160
"nein";14400;5,79;"A";23;"Grundschuld";0;145
"nein";18000;5,79;"A";30;"Miete";1;175
"nein";12000;5,79;"A";21;"Miete";5;30
"nein";7875;9,99;"B";27;"Grundschuld";0;290
"nein";4000;5,42;"A";32;"Grundschuld";4;72,5
"nein";17000;8,88;"B";46;"Miete";8;72,194
"nein";10000;6,17;"A";25;"Grundschuld";0;96,5
"nein";2000;13,72;"C";29;"Miete";2;51,996
"nein";12000;6,91;"A";27;"Grundschuld";0;97
"nein";9500;6,54;"A";24;"Grundschuld";3;62,4
"nein";4800;13,35;"C";24;"Miete";2;26,08536
"nein";6000;5,42;"A";21;"Grundschuld";6;70
"nein";20000;6,54;"A";30;"Miete";0;156
"nein";8400;6,91;"A";31;"Grundschuld";3;70
"nein";12000;9,62;"B";28;"Grundschuld";0;42
"nein";10000;5,79;"A";32;"Miete";2;51,996
"nein";5000;14,09;"D";29;"Eigentum";11;120
"nein";5000;9,99;"B";27;"Grundschuld";2;130
"nein";15000;6,17;"A";26;"Grundschuld";24;96,3
"nein";5000;9,25;"B";27;"Grundschuld";12;45
"nein";12000;6,91;"A";24;"Miete";0;30
"nein";11000;6,91;"A";24;"Miete";1;85
"nein";23000;6,91;"A";23;"Grundschuld";11;99,2
"nein";24000;6,54;"A";37;"Grundschuld";3;160
"nein";8400;6,54;"A";22;"Miete";2;73,5
"nein";13200;6,17;"A";44;"Grundschuld";4;42
"nein";7000;14,09;"D";24;"Grundschuld";1;40
"nein";3600;9,25;"B";27;"Grundschuld";14;97
"ja";5000;12,61;"C";44;"Miete";3;70
"nein";10000;6,54;"A";35;"Grundschuld";9;78
"nein";20000;6,91;"A";25;"Grundschuld";4;115
"nein";13000;6,54;"A";25;"Grundschuld";27;80
"nein";12000;5,79;"A";28;"Grundschuld";13;60
"nein";24000;9,25;"B";31;"Miete";13;125,004
"nein";9800;10,36;"B";24;"Grundschuld";6;102
"nein";3500;8,88;"B";24;"Miete";0;55
"nein";11000;10,36;"B";38;"Grundschuld";0;81
"nein";8000;6,91;"A";42;"Miete";3;18
"nein";7000;9,99;"B";38;"Eigentum";4;81
"nein";8500;6,91;"A";26;"Miete";3;24,996
"nein";10000;6,91;"A";25;"Miete";1;52
"nein";15000;15,57;"D";35;"Miete";0;85
"nein";6000;5,42;"A";22;"Miete";29;86
"nein";2400;14,09;"D";26;"Miete";2;60
"nein";5000;9,25;"B";23;"Grundschuld";0;38,4
"nein";20000;6,91;"A";33;"Miete";2;98
"nein";7750;6,17;"A";23;"Grundschuld";5;55
"ja";7000;9,25;"B";25;"Miete";3;84
"nein";5000;12,61;"C";25;"Miete";2;24
"nein";6000;5,79;"A";33;"Grundschuld";2;53
"nein";7000;9,62;"B";27;"Grundschuld";2;78
"ja";25000;16,32;"E";24;"Grundschuld";9;85
"nein";4800;6,54;"A";24;"Miete";4;60
"nein";25000;9,99;"B";23;"Miete";7;120
"nein";15000;6,17;"A";24;"Miete";5;65
"nein";10000;5,79;"A";24;"Miete";3;30
"nein";6300;9,62;"B";33;"Grundschuld";4;60
"nein";10000;9,99;"B";32;"Grundschuld";1;51
