"";"date";"season";"year";"month";"day_of_week";"weekend";"holiday";"temp_actual";"temp_feel";"humidity";"windspeed";"weather_cat";"rides"
"446";2012-11-05;"fall";2012;"Nov";"Mon";FALSE;"no";13,085847;15,40375;49,4167;15,833775;"categ1";4881
"447";2012-11-06;"fall";2012;"Nov";"Tue";FALSE;"no";11,514153;14,07835;56,7083;11,625371;"categ1";5220
"448";2012-11-07;"fall";2012;"Nov";"Wed";FALSE;"no";12,129153;13,73105;54,75;20,375236;"categ2";4709
"449";2012-11-08;"fall";2012;"Nov";"Thu";FALSE;"no";14,439134;17,09455;33,3478;23,304945;"categ1";4975
"450";2012-11-09;"fall";2012;"Nov";"Fri";FALSE;"no";14,828347;17,77065;54,0833;14,375386;"categ1";5283
"451";2012-11-10;"fall";2012;"Nov";"Sat";TRUE;"no";15,955847;19,69685;64,5417;3,8756686;"categ1";4446
"452";2012-11-11;"fall";2012;"Nov";"Sun";TRUE;"no";17,254153;21,08565;65,9167;8,5425;"categ1";4562
"453";2012-11-12;"fall";2012;"Nov";"Mon";FALSE;"yes";19,885;23,76915;74,1667;11,625639;"categ1";5172
"454";2012-11-13;"fall";2012;"Nov";"Tue";FALSE;"no";14,076653;16,16125;66,2917;22,917082;"categ2";3767
"455";2012-11-14;"fall";2012;"Nov";"Wed";FALSE;"no";11,855847;14,07815;55,2083;13,374875;"categ1";5122
"456";2012-11-15;"fall";2012;"Nov";"Thu";FALSE;"no";13,188347;16,2246;62,0417;10,250129;"categ2";5125
"457";2012-11-17;"fall";2012;"Nov";"Sat";TRUE;"no";13,325;16,31915;54,5417;12,041843;"categ1";4316
"458";2012-11-18;"fall";2012;"Nov";"Sun";TRUE;"no";14,0425;16,8873;69,2917;15,250004;"categ1";3747
"459";2012-11-19;"fall";2012;"Nov";"Mon";FALSE;"no";15,614153;18,78105;62,3333;15,749489;"categ2";5050
"460";2012-11-20;"fall";2012;"Nov";"Tue";FALSE;"no";15,340847;19,03335;68,5;5,542575;"categ2";5100
"461";2012-11-21;"fall";2012;"Nov";"Wed";FALSE;"no";14,486653;18,2446;61,375;6,917482;"categ1";4531
"462";2012-11-22;"fall";2012;"Nov";"Thu";FALSE;"yes";13,94;17,51855;58,0417;3,5423436;"categ1";1470
"463";2012-11-23;"fall";2012;"Nov";"Fri";FALSE;"no";15,101653;18,93895;56,875;9,917407;"categ1";2307
"464";2012-11-24;"fall";2012;"Nov";"Sat";TRUE;"no";11,411653;12,4371;40,4583;25,250357;"categ1";1745
"465";2012-11-25;"fall";2012;"Nov";"Sun";TRUE;"no";10,079153;12,87915;46,8333;10,0835;"categ1";2115
"466";2012-11-26;"fall";2012;"Nov";"Mon";FALSE;"no";12,846653;16,9502;53,5417;3,12555;"categ1";4750
"467";2012-11-27;"fall";2012;"Nov";"Tue";FALSE;"no";11,958347;14,0779;78,6667;15,916654;"categ2";3836
"468";2012-11-28;"fall";2012;"Nov";"Wed";FALSE;"no";12,163347;14,4881;50,625;14,125007;"categ1";5062
"469";2012-11-29;"fall";2012;"Nov";"Thu";FALSE;"no";11,51567;14,9211;55,5652;7,739974;"categ1";5080
"470";2012-11-30;"fall";2012;"Nov";"Fri";FALSE;"no";12,231653;16,19335;64,9583;3,9175436;"categ1";5306
"471";2012-12-01;"fall";2012;"Dec";"Sat";TRUE;"no";12,231653;15,8452;80,6667;4,0001814;"categ2";4240
"472";2012-12-02;"fall";2012;"Dec";"Sun";TRUE;"no";14,2475;17,9604;82,3333;8,333393;"categ2";3757
"473";2012-12-03;"fall";2012;"Dec";"Mon";FALSE;"no";18,5525;22,7898;76,75;5,5422936;"categ1";5679
"474";2012-12-04;"fall";2012;"Dec";"Tue";FALSE;"no";19,509153;23,4527;73,375;11,666643;"categ1";6055
"475";2012-12-05;"fall";2012;"Dec";"Wed";FALSE;"no";17,971653;21,4006;48,5;21,709407;"categ1";5398
"476";2012-12-06;"fall";2012;"Dec";"Thu";FALSE;"no";10,489153;12,9102;50,875;11,708518;"categ1";5035
"477";2012-12-07;"fall";2012;"Dec";"Fri";FALSE;"no";13,154153;16,0979;76,4167;8,7502;"categ2";4659
"478";2012-12-08;"fall";2012;"Dec";"Sat";TRUE;"no";15,648347;19,4754;91,125;6,792393;"categ2";4429
"479";2012-12-09;"fall";2012;"Dec";"Sun";TRUE;"no";15,750847;19,5073;90,5417;10,584325;"categ2";2787
"480";2012-12-10;"fall";2012;"Dec";"Mon";FALSE;"no";17,869153;21,77875;92,5;12,750636;"categ2";4841
"481";2012-12-11;"fall";2012;"Dec";"Tue";FALSE;"no";14,486653;16,91815;59,6667;19,834479;"categ2";5219
"482";2012-12-12;"fall";2012;"Dec";"Wed";FALSE;"no";12,1975;14,8669;53,8333;10,916779;"categ2";5009
"483";2012-12-13;"fall";2012;"Dec";"Thu";FALSE;"no";12,129153;14,7094;48,5833;11,666643;"categ1";5107
"484";2012-12-14;"fall";2012;"Dec";"Fri";FALSE;"no";11,548347;14,7096;64,2917;8,792343;"categ1";5182
"485";2012-12-15;"fall";2012;"Dec";"Sat";TRUE;"no";13,290847;16,91915;65,0417;7,12545;"categ1";4280
"486";2012-12-16;"fall";2012;"Dec";"Sun";TRUE;"no";14,8625;18,4969;83,875;6,749714;"categ2";3248
"487";2012-12-17;"fall";2012;"Dec";"Mon";FALSE;"no";16,126653;20,075;90,7083;6,5833061;"categ2";4373
"488";2012-12-18;"fall";2012;"Dec";"Tue";FALSE;"no";16,844153;20,4854;66,625;14,834068;"categ1";5124
"489";2012-12-19;"fall";2012;"Dec";"Wed";FALSE;"no";13,6325;17,1081;62,5417;12,334164;"categ1";4934
"490";2012-12-20;"fall";2012;"Dec";"Thu";FALSE;"no";13,53;16,76085;66,7917;8,875021;"categ2";3814
"491";2012-12-21;"winter";2012;"Dec";"Fri";FALSE;"no";13,393347;15,08835;55,6667;25,083661;"categ2";3402
"492";2012-12-22;"winter";2012;"Dec";"Sat";TRUE;"no";10,899153;11,80565;44,125;27,292182;"categ1";1544
"493";2012-12-23;"winter";2012;"Dec";"Sun";TRUE;"no";10,079153;12,97355;51,5417;8,916561;"categ1";1379
"494";2012-12-24;"winter";2012;"Dec";"Mon";FALSE;"no";9,483464;12,945;79,1304;5,1744368;"categ2";746
"495";2012-12-25;"winter";2012;"Dec";"Tue";FALSE;"yes";11,943464;14,72325;73,4783;11,304642;"categ2";573
"496";2012-12-27;"winter";2012;"Dec";"Thu";FALSE;"no";10,420847;11,3321;65,2917;23,458911;"categ2";1867
"497";2012-12-28;"winter";2012;"Dec";"Fri";FALSE;"no";10,386653;12,7523;59;10,416557;"categ2";2451
"498";2012-12-29;"winter";2012;"Dec";"Sat";TRUE;"no";10,386653;12,12;75,2917;8,333661;"categ2";1182
"499";2012-12-30;"winter";2012;"Dec";"Sun";TRUE;"no";10,489153;11,585;48,3333;23,500518;"categ1";1432
"500";2012-12-31;"winter";2012;"Dec";"Mon";FALSE;"no";8,849153;11,17435;57,75;10,374682;"categ2";2290
